id,smartphone_brand,smartphone_model,product_category,cost
589,Motorola,iPhone 12,Electronics,87868
590,Sony,iPhone 12,Electronics,100796
591,Samsung,ZenFone 8,Smartphone,28028
592,Huawei,Mi 11,Smartphone,119350
593,Samsung,Pixel 5,Electronics,143074
594,LG,Nokia 8.3,Electronics,156532
595,Motorola,Mi 11,Smartphone,131029
596,Xiaomi,OnePlus 9,Electronics,65564
597,Apple,OnePlus 9,Smartphone,177311
598,LG,ZenFone 8,Mobile Device,97653
599,Apple,OnePlus 9,Smartphone,188475
600,Apple,LG V60 ThinQ,Mobile Device,116017
601,Google,Moto G Power,Smartphone,80912
602,Sony,Moto G Power,Electronics,68017
603,Nokia,Nokia 8.3,Mobile Device,102924
604,Nokia,Galaxy S21,Mobile Device,90650
605,Nokia,Mi 11,Electronics,171546
606,Nokia,Galaxy S21,Electronics,82520
607,Nokia,Xperia 1 II,Electronics,62056
608,OnePlus,Moto G Power,Smartphone,184304
609,Xiaomi,LG V60 ThinQ,Smartphone,120359
610,Huawei,iPhone 12,Mobile Device,7986
611,OnePlus,Galaxy S21,Electronics,38832
612,OnePlus,Moto G Power,Smartphone,104819
613,LG,Moto G Power,Smartphone,10532
614,Google,Xperia 1 II,Electronics,140199
615,LG,Galaxy S21,Mobile Device,70647
616,Google,OnePlus 9,Mobile Device,158315
617,LG,Galaxy S21,Smartphone,99505
618,OnePlus,Mi 11,Smartphone,154700
619,LG,Mi 11,Mobile Device,80403
620,Nokia,Moto G Power,Electronics,81959
621,Motorola,Nokia 8.3,Mobile Device,16317
622,Apple,Xperia 1 II,Mobile Device,140980
623,LG,LG V60 ThinQ,Electronics,98431
624,Sony,Galaxy S21,Electronics,73631
625,Google,Xperia 1 II,Electronics,54604
626,LG,Nokia 8.3,Electronics,42752
627,Motorola,Galaxy S21,Mobile Device,69124
628,OnePlus,Mi 11,Smartphone,83157
629,OnePlus,Pixel 5,Smartphone,28190
630,Xiaomi,Mi 11,Smartphone,131679
631,Nokia,Moto G Power,Mobile Device,19775
632,Motorola,LG V60 ThinQ,Smartphone,118550
633,Sony,Nokia 8.3,Electronics,139137
634,Samsung,ZenFone 8,Mobile Device,177741
635,Google,OnePlus 9,Mobile Device,113789
636,Nokia,ZenFone 8,Mobile Device,130667
637,Google,Pixel 5,Electronics,96616
638,Motorola,Moto G Power,Electronics,117632
639,Xiaomi,LG V60 ThinQ,Smartphone,184350
640,Nokia,Xperia 1 II,Smartphone,185495
641,Apple,Xperia 1 II,Electronics,148607
642,Samsung,OnePlus 9,Smartphone,170542
643,OnePlus,Mi 11,Mobile Device,78786
644,Xiaomi,Galaxy S21,Electronics,134533
645,Motorola,Xperia 1 II,Smartphone,55977
646,Motorola,Galaxy S21,Mobile Device,198669
647,Nokia,Mi 11,Mobile Device,19170
648,Huawei,Nokia 8.3,Smartphone,150266
649,Sony,iPhone 12,Electronics,174106
650,Xiaomi,Moto G Power,Smartphone,11154
651,Huawei,ZenFone 8,Mobile Device,15314
652,Motorola,Nokia 8.3,Mobile Device,182087
653,Apple,ZenFone 8,Electronics,73882
654,Sony,Xperia 1 II,Mobile Device,34940
655,Xiaomi,iPhone 12,Mobile Device,183590
656,Nokia,iPhone 12,Electronics,94354
657,Xiaomi,iPhone 12,Electronics,51312
658,Xiaomi,Nokia 8.3,Electronics,43997
659,Xiaomi,ZenFone 8,Mobile Device,47689
660,LG,LG V60 ThinQ,Mobile Device,164724
661,Xiaomi,LG V60 ThinQ,Smartphone,24136
662,Motorola,Pixel 5,Mobile Device,30364
663,Nokia,LG V60 ThinQ,Mobile Device,55876
664,Sony,ZenFone 8,Electronics,54722
665,Huawei,Pixel 5,Smartphone,21143
666,OnePlus,OnePlus 9,Mobile Device,161340
667,Xiaomi,Nokia 8.3,Mobile Device,156093
668,Apple,LG V60 ThinQ,Electronics,48170
669,Nokia,LG V60 ThinQ,Smartphone,35255
670,Google,Pixel 5,Mobile Device,103566
671,Google,LG V60 ThinQ,Smartphone,134113
672,Xiaomi,Galaxy S21,Mobile Device,70396
673,Xiaomi,ZenFone 8,Mobile Device,48571
674,Google,ZenFone 8,Electronics,59810
675,Huawei,Mi 11,Smartphone,175257
676,Sony,Nokia 8.3,Electronics,43650
677,Xiaomi,LG V60 ThinQ,Smartphone,179313
678,Huawei,ZenFone 8,Smartphone,135792
679,OnePlus,Nokia 8.3,Mobile Device,142494
680,Samsung,Nokia 8.3,Smartphone,135740
681,Nokia,LG V60 ThinQ,Mobile Device,68887
682,Samsung,OnePlus 9,Electronics,80590
683,Sony,Nokia 8.3,Mobile Device,80502
684,Google,ZenFone 8,Mobile Device,10142
685,Sony,Pixel 5,Smartphone,72391
686,Huawei,Xperia 1 II,Electronics,117490
687,LG,Nokia 8.3,Electronics,88112
688,Nokia,ZenFone 8,Mobile Device,85811
689,OnePlus,Galaxy S21,Electronics,193096
690,LG,Galaxy S21,Mobile Device,125288
691,OnePlus,Moto G Power,Mobile Device,115098
692,Google,Moto G Power,Electronics,51265
693,Xiaomi,LG V60 ThinQ,Smartphone,78065
694,Xiaomi,Nokia 8.3,Electronics,99213
695,Xiaomi,Moto G Power,Mobile Device,144210
696,Nokia,ZenFone 8,Smartphone,44370
697,Nokia,Nokia 8.3,Electronics,111563
698,LG,LG V60 ThinQ,Mobile Device,157507
699,Nokia,Pixel 5,Electronics,159818
700,Nokia,Xperia 1 II,Smartphone,153484
701,Nokia,Mi 11,Mobile Device,193091
702,Apple,Nokia 8.3,Smartphone,166902
703,Sony,Xperia 1 II,Electronics,30377
704,Samsung,Moto G Power,Electronics,69183
705,Xiaomi,Pixel 5,Electronics,63272
706,Sony,iPhone 12,Mobile Device,78816
707,Motorola,Mi 11,Mobile Device,134738
708,Sony,ZenFone 8,Mobile Device,184780
709,Huawei,Pixel 5,Smartphone,51109
710,Motorola,Mi 11,Smartphone,107316
711,Apple,Galaxy S21,Smartphone,175070
712,Xiaomi,OnePlus 9,Mobile Device,39150
713,Samsung,iPhone 12,Mobile Device,126858
714,Motorola,iPhone 12,Electronics,75199
715,Samsung,Mi 11,Electronics,25967
716,Apple,Nokia 8.3,Mobile Device,66223
717,Nokia,Nokia 8.3,Smartphone,152334
718,OnePlus,Pixel 5,Smartphone,193468
719,Samsung,iPhone 12,Smartphone,47778
720,LG,ZenFone 8,Smartphone,11835
721,LG,Moto G Power,Smartphone,51390
722,Motorola,Galaxy S21,Mobile Device,118774
723,Nokia,ZenFone 8,Electronics,102260
724,OnePlus,OnePlus 9,Mobile Device,153815
725,LG,Moto G Power,Electronics,198919
726,Samsung,Pixel 5,Mobile Device,12736
727,Motorola,Moto G Power,Electronics,121986
728,Google,Mi 11,Electronics,143518
729,Huawei,Xperia 1 II,Mobile Device,143577
730,Nokia,Nokia 8.3,Smartphone,122550
731,LG,LG V60 ThinQ,Smartphone,49034
732,Sony,Moto G Power,Electronics,132039
733,Apple,Nokia 8.3,Mobile Device,47702
734,Apple,OnePlus 9,Electronics,45877
735,Nokia,Galaxy S21,Electronics,51721
736,Nokia,Moto G Power,Smartphone,153601
737,LG,iPhone 12,Electronics,37016
738,LG,ZenFone 8,Electronics,89270
739,LG,OnePlus 9,Smartphone,92429
740,LG,Nokia 8.3,Mobile Device,91073
741,Apple,Moto G Power,Smartphone,145543
742,Sony,OnePlus 9,Electronics,104574
743,OnePlus,OnePlus 9,Mobile Device,12652
744,Apple,LG V60 ThinQ,Smartphone,166821
745,Google,Nokia 8.3,Electronics,169057
746,Apple,Xperia 1 II,Electronics,75769
747,Apple,Galaxy S21,Mobile Device,163423
748,Google,iPhone 12,Electronics,14379
749,Samsung,Xperia 1 II,Mobile Device,30176
750,Samsung,LG V60 ThinQ,Smartphone,99506
751,Samsung,Mi 11,Electronics,84485
752,Sony,Xperia 1 II,Electronics,156292
753,Samsung,Pixel 5,Electronics,52423
754,Sony,Moto G Power,Electronics,126040
755,Google,iPhone 12,Electronics,83480
756,LG,Moto G Power,Smartphone,41078
757,Sony,LG V60 ThinQ,Smartphone,184289
758,Huawei,Galaxy S21,Smartphone,16206
759,Samsung,Nokia 8.3,Smartphone,175603
760,OnePlus,Xperia 1 II,Electronics,25099
761,Google,Xperia 1 II,Electronics,97186
762,Google,Pixel 5,Electronics,139784
763,Samsung,OnePlus 9,Electronics,84252
764,Apple,LG V60 ThinQ,Mobile Device,112758
765,Samsung,Pixel 5,Smartphone,102102
766,Motorola,Nokia 8.3,Smartphone,131493
767,Xiaomi,Mi 11,Mobile Device,41800
768,LG,Xperia 1 II,Mobile Device,61065
769,Xiaomi,Nokia 8.3,Mobile Device,84548
770,Xiaomi,Mi 11,Electronics,191284
771,Google,Galaxy S21,Electronics,42793
772,Samsung,Nokia 8.3,Smartphone,168331
773,Motorola,Pixel 5,Mobile Device,36553
774,Google,Nokia 8.3,Mobile Device,81306
775,OnePlus,Galaxy S21,Mobile Device,149344
776,Motorola,iPhone 12,Smartphone,91872
777,Samsung,ZenFone 8,Smartphone,60089
778,Apple,iPhone 12,Smartphone,116336
779,OnePlus,iPhone 12,Smartphone,71962
780,Samsung,iPhone 12,Mobile Device,12165
781,LG,Galaxy S21,Electronics,16633
782,Motorola,Galaxy S21,Smartphone,119449
783,Apple,Xperia 1 II,Smartphone,122160
784,Google,Nokia 8.3,Smartphone,8837
785,Google,Xperia 1 II,Mobile Device,127712
786,Xiaomi,OnePlus 9,Electronics,89499
787,Sony,Xperia 1 II,Smartphone,119864
788,Apple,Nokia 8.3,Electronics,161665
789,Huawei,Moto G Power,Mobile Device,153538
790,Apple,Pixel 5,Mobile Device,186873
791,Nokia,ZenFone 8,Mobile Device,172507
792,Samsung,Mi 11,Smartphone,10644
793,Motorola,Galaxy S21,Mobile Device,148425
794,LG,iPhone 12,Mobile Device,73670
795,Huawei,Pixel 5,Mobile Device,189350
796,OnePlus,Pixel 5,Mobile Device,59689
797,Google,ZenFone 8,Smartphone,36260
798,Sony,OnePlus 9,Electronics,19259
799,Sony,OnePlus 9,Electronics,40820
800,Xiaomi,Xperia 1 II,Smartphone,178821
801,Huawei,Mi 11,Smartphone,89932
802,OnePlus,Moto G Power,Mobile Device,151768
803,Sony,Moto G Power,Mobile Device,38484
804,Samsung,Mi 11,Mobile Device,30302
805,OnePlus,OnePlus 9,Electronics,16241
806,Huawei,Mi 11,Electronics,27864
807,LG,iPhone 12,Mobile Device,65581
808,OnePlus,OnePlus 9,Mobile Device,70917
809,Xiaomi,Pixel 5,Electronics,147571
810,Nokia,OnePlus 9,Electronics,24919
811,Samsung,Nokia 8.3,Mobile Device,7991
812,Samsung,Xperia 1 II,Mobile Device,92491
813,Google,LG V60 ThinQ,Mobile Device,34257
814,Motorola,ZenFone 8,Smartphone,157654
815,Xiaomi,LG V60 ThinQ,Smartphone,44876
816,Motorola,Moto G Power,Electronics,166581
817,Motorola,Xperia 1 II,Mobile Device,122747
818,Google,Mi 11,Electronics,122077
819,Nokia,Pixel 5,Electronics,41597
820,Google,Pixel 5,Electronics,187384
821,Samsung,LG V60 ThinQ,Smartphone,149343
822,Samsung,iPhone 12,Smartphone,53970
823,LG,iPhone 12,Mobile Device,46609
824,Sony,Nokia 8.3,Electronics,29352
825,Xiaomi,OnePlus 9,Electronics,29460
826,Sony,Mi 11,Mobile Device,52576
827,Motorola,LG V60 ThinQ,Mobile Device,184758
828,OnePlus,Galaxy S21,Smartphone,58136
829,Samsung,Mi 11,Mobile Device,149207
830,OnePlus,OnePlus 9,Smartphone,186453
831,Xiaomi,Mi 11,Smartphone,93824
832,Sony,Galaxy S21,Electronics,80622
833,Sony,LG V60 ThinQ,Smartphone,17379
834,Apple,Mi 11,Mobile Device,124067
835,Samsung,Xperia 1 II,Electronics,189736
836,Samsung,Moto G Power,Mobile Device,6673
837,LG,Pixel 5,Electronics,169864
838,Samsung,iPhone 12,Smartphone,149998
839,LG,Xperia 1 II,Smartphone,161213
840,Huawei,Pixel 5,Electronics,40083
841,LG,OnePlus 9,Mobile Device,58363
842,Motorola,iPhone 12,Smartphone,88353
843,Xiaomi,Xperia 1 II,Smartphone,36179
844,Xiaomi,iPhone 12,Smartphone,189947
845,LG,OnePlus 9,Electronics,139502
846,Sony,LG V60 ThinQ,Electronics,171254
847,Nokia,ZenFone 8,Mobile Device,162262
848,OnePlus,Moto G Power,Electronics,178333
849,OnePlus,Galaxy S21,Smartphone,97711
850,Xiaomi,Galaxy S21,Electronics,192884
851,Apple,Mi 11,Mobile Device,102304
852,Google,iPhone 12,Mobile Device,171842
853,Google,Pixel 5,Electronics,95791
854,LG,Mi 11,Smartphone,39663
855,Nokia,Moto G Power,Mobile Device,11994
856,OnePlus,iPhone 12,Electronics,129863
857,LG,Moto G Power,Smartphone,91410
858,Nokia,iPhone 12,Electronics,54351
859,Samsung,Pixel 5,Electronics,58366
860,Google,iPhone 12,Electronics,148373
861,Huawei,Nokia 8.3,Smartphone,71735
862,OnePlus,Galaxy S21,Mobile Device,64893
863,Nokia,Moto G Power,Mobile Device,45873
864,Apple,OnePlus 9,Smartphone,74165
865,Sony,ZenFone 8,Smartphone,196797
866,LG,Moto G Power,Smartphone,20045
867,OnePlus,Nokia 8.3,Electronics,69478
868,Apple,Xperia 1 II,Smartphone,128802
869,Huawei,Galaxy S21,Mobile Device,185827
870,Samsung,Xperia 1 II,Electronics,27529
871,Motorola,Moto G Power,Mobile Device,123249
872,Sony,LG V60 ThinQ,Mobile Device,66951
873,Nokia,Pixel 5,Smartphone,155555
874,Google,Moto G Power,Mobile Device,117205
875,Nokia,OnePlus 9,Mobile Device,155601
876,Samsung,Xperia 1 II,Electronics,61399
877,Sony,LG V60 ThinQ,Electronics,180139
878,Motorola,iPhone 12,Smartphone,11726
879,LG,OnePlus 9,Electronics,115118
880,Sony,Pixel 5,Electronics,174109
881,Apple,ZenFone 8,Smartphone,15472
882,Sony,Xperia 1 II,Smartphone,165935
883,Samsung,Mi 11,Mobile Device,14629
884,Nokia,Galaxy S21,Electronics,178522
885,LG,Pixel 5,Electronics,26985
886,Apple,Mi 11,Electronics,7641
887,Huawei,Pixel 5,Electronics,151811
888,Xiaomi,Nokia 8.3,Smartphone,102934
889,Google,Nokia 8.3,Mobile Device,102291
890,Xiaomi,Nokia 8.3,Mobile Device,98376
891,Nokia,Moto G Power,Smartphone,13090
892,OnePlus,Pixel 5,Mobile Device,129343
893,LG,Mi 11,Mobile Device,175444
894,Sony,OnePlus 9,Electronics,41004
895,Samsung,ZenFone 8,Smartphone,125075
896,Samsung,iPhone 12,Mobile Device,120697
897,Google,ZenFone 8,Electronics,44097
898,Xiaomi,Moto G Power,Smartphone,78114
899,Motorola,Nokia 8.3,Mobile Device,124180
900,Samsung,ZenFone 8,Electronics,57347
901,Xiaomi,ZenFone 8,Smartphone,8830
902,Google,Moto G Power,Smartphone,72398
903,LG,OnePlus 9,Mobile Device,71790
904,Huawei,Mi 11,Electronics,71858
905,Apple,Mi 11,Electronics,160120
906,Sony,Mi 11,Smartphone,23521
907,Google,iPhone 12,Mobile Device,36149
908,Nokia,Xperia 1 II,Mobile Device,26727
909,Xiaomi,ZenFone 8,Electronics,81598
910,Google,Moto G Power,Mobile Device,16428
911,Huawei,Nokia 8.3,Electronics,112868
912,Xiaomi,Mi 11,Mobile Device,109679
913,Huawei,Pixel 5,Electronics,108950
914,Xiaomi,Xperia 1 II,Mobile Device,50449
915,Sony,Mi 11,Mobile Device,167166
916,OnePlus,OnePlus 9,Smartphone,9869
917,Xiaomi,Galaxy S21,Smartphone,63098
918,Google,Xperia 1 II,Electronics,131137
919,Google,Moto G Power,Mobile Device,127098
920,Apple,OnePlus 9,Mobile Device,7933
921,Google,Galaxy S21,Mobile Device,64354
922,Motorola,Xperia 1 II,Electronics,78738
923,Xiaomi,iPhone 12,Mobile Device,139448
924,Xiaomi,LG V60 ThinQ,Mobile Device,52351
925,Sony,LG V60 ThinQ,Mobile Device,49957
926,Samsung,Pixel 5,Smartphone,186441
927,Samsung,Galaxy S21,Electronics,77303
928,Google,iPhone 12,Electronics,123381
929,Google,Galaxy S21,Electronics,172237
930,Huawei,Pixel 5,Smartphone,155148
931,OnePlus,ZenFone 8,Mobile Device,155634
932,Huawei,OnePlus 9,Smartphone,109364
933,Apple,iPhone 12,Smartphone,164163
934,Google,Xperia 1 II,Smartphone,85901
935,Sony,LG V60 ThinQ,Smartphone,44626
936,Huawei,ZenFone 8,Electronics,172812
937,Sony,iPhone 12,Smartphone,76129
938,LG,iPhone 12,Electronics,24902
939,Huawei,Moto G Power,Electronics,175791
940,OnePlus,Xperia 1 II,Mobile Device,165399
941,Samsung,Mi 11,Smartphone,138831
942,Nokia,OnePlus 9,Smartphone,89545
943,Motorola,Mi 11,Electronics,79005
944,Motorola,Xperia 1 II,Electronics,59921
945,Huawei,Moto G Power,Mobile Device,75249
946,Google,LG V60 ThinQ,Electronics,22393
947,Huawei,Mi 11,Mobile Device,113015
948,Sony,Moto G Power,Mobile Device,55498
949,Samsung,Galaxy S21,Electronics,126152
950,Sony,Pixel 5,Smartphone,56963
951,Huawei,Nokia 8.3,Mobile Device,146759
952,Google,Mi 11,Smartphone,62760
953,Xiaomi,OnePlus 9,Smartphone,73180
954,Apple,iPhone 12,Smartphone,114635
955,Google,Nokia 8.3,Electronics,29151
956,Motorola,Nokia 8.3,Mobile Device,190867
957,Motorola,Pixel 5,Mobile Device,32880
958,LG,Moto G Power,Electronics,80672
959,Samsung,Nokia 8.3,Electronics,155449
960,Nokia,Moto G Power,Mobile Device,81873
961,Samsung,OnePlus 9,Smartphone,74012
962,Sony,Pixel 5,Electronics,8155
963,Motorola,Moto G Power,Mobile Device,14873
964,Motorola,LG V60 ThinQ,Mobile Device,148499
965,Samsung,Xperia 1 II,Smartphone,190231
966,Huawei,Nokia 8.3,Smartphone,157787
967,Xiaomi,iPhone 12,Mobile Device,124997
968,Samsung,Nokia 8.3,Mobile Device,126857
969,Google,Mi 11,Electronics,124601
970,Google,iPhone 12,Mobile Device,56569
971,Motorola,Moto G Power,Mobile Device,127696
972,OnePlus,ZenFone 8,Mobile Device,116269
973,Nokia,OnePlus 9,Mobile Device,137394
974,Google,LG V60 ThinQ,Electronics,8827
975,Google,Mi 11,Smartphone,133341
976,Motorola,Mi 11,Mobile Device,82668
977,Huawei,Moto G Power,Smartphone,138782
978,Sony,Pixel 5,Mobile Device,134157
979,Sony,OnePlus 9,Electronics,147585
980,OnePlus,ZenFone 8,Electronics,25542
981,OnePlus,iPhone 12,Mobile Device,104078
982,OnePlus,Moto G Power,Mobile Device,181630
983,Google,Moto G Power,Smartphone,166698
984,Nokia,iPhone 12,Mobile Device,95886
985,Samsung,OnePlus 9,Electronics,93044
986,Huawei,ZenFone 8,Smartphone,23346
987,Huawei,Moto G Power,Electronics,95336
988,Apple,OnePlus 9,Smartphone,74571
989,Xiaomi,iPhone 12,Mobile Device,48690
990,Samsung,Mi 11,Smartphone,95041
991,Samsung,Xperia 1 II,Smartphone,197278
992,Huawei,Galaxy S21,Mobile Device,75299
993,Apple,Galaxy S21,Mobile Device,103417
994,Huawei,Pixel 5,Electronics,171013
995,Xiaomi,Galaxy S21,Electronics,37576
996,OnePlus,OnePlus 9,Electronics,163419
997,Sony,Galaxy S21,Electronics,55705
998,LG,Moto G Power,Mobile Device,120343
999,Google,Nokia 8.3,Mobile Device,97029
1000,Motorola,ZenFone 8,Smartphone,168717
1001,LG,Xperia 1 II,Electronics,13707
1002,Motorola,Galaxy S21,Smartphone,157316
1003,Samsung,LG V60 ThinQ,Smartphone,71507
1004,Huawei,Xperia 1 II,Mobile Device,108203
1005,OnePlus,ZenFone 8,Smartphone,95785
1006,LG,OnePlus 9,Mobile Device,84921
1007,LG,OnePlus 9,Mobile Device,45580
1008,Sony,Moto G Power,Electronics,102211
1009,Xiaomi,Xperia 1 II,Electronics,77187
1010,OnePlus,iPhone 12,Electronics,163471
1011,LG,iPhone 12,Mobile Device,72056
1012,LG,Galaxy S21,Mobile Device,108520
1013,Sony,Xperia 1 II,Mobile Device,146258
1014,LG,OnePlus 9,Electronics,75501
1015,Samsung,Galaxy S21,Smartphone,145671
1016,Sony,Nokia 8.3,Smartphone,32289
1017,OnePlus,ZenFone 8,Smartphone,48835
1018,Apple,OnePlus 9,Electronics,33921
1019,Huawei,Moto G Power,Smartphone,60826
1020,Sony,iPhone 12,Electronics,158611
1021,Apple,Nokia 8.3,Smartphone,96619
1022,Samsung,Galaxy S21,Smartphone,115356
1023,Huawei,iPhone 12,Electronics,88144
1024,Motorola,Mi 11,Smartphone,72829
1025,Google,ZenFone 8,Electronics,154016
1026,OnePlus,Xperia 1 II,Smartphone,149309
1027,Sony,ZenFone 8,Mobile Device,79509
1028,OnePlus,ZenFone 8,Mobile Device,59730
1029,Samsung,Xperia 1 II,Smartphone,166900
1030,Google,iPhone 12,Electronics,176267
1031,Motorola,LG V60 ThinQ,Electronics,35655
1032,OnePlus,Mi 11,Smartphone,167212
1033,Xiaomi,Xperia 1 II,Smartphone,14530
1034,Motorola,Pixel 5,Smartphone,135915
1035,Nokia,Xperia 1 II,Mobile Device,149122
1036,Nokia,iPhone 12,Mobile Device,44838
1037,Nokia,Galaxy S21,Smartphone,172161
1038,Nokia,OnePlus 9,Smartphone,88771
1039,Sony,Nokia 8.3,Mobile Device,144581
1040,Samsung,Pixel 5,Electronics,61282
1041,Samsung,Mi 11,Electronics,69177
1042,Nokia,ZenFone 8,Mobile Device,79365
1043,Google,Moto G Power,Smartphone,191511
1044,Sony,Galaxy S21,Smartphone,113031
1045,Google,Xperia 1 II,Smartphone,195837
1046,Huawei,ZenFone 8,Electronics,43969
1047,Apple,Nokia 8.3,Mobile Device,176387
1048,Samsung,Moto G Power,Mobile Device,22696
1049,Xiaomi,ZenFone 8,Mobile Device,29719
1050,Huawei,OnePlus 9,Mobile Device,175400
1051,OnePlus,iPhone 12,Electronics,58958
1052,Xiaomi,iPhone 12,Electronics,78200
1053,Google,Moto G Power,Mobile Device,191417
1054,Sony,Mi 11,Electronics,42218
1055,Nokia,Mi 11,Mobile Device,106215
1056,Nokia,Pixel 5,Smartphone,44542
1057,Xiaomi,OnePlus 9,Smartphone,114163
1058,Xiaomi,Galaxy S21,Smartphone,187574
1059,Motorola,Xperia 1 II,Smartphone,55688
1060,Sony,Xperia 1 II,Electronics,29527
1061,Google,ZenFone 8,Mobile Device,111049
1062,Motorola,Galaxy S21,Smartphone,160021
1063,Apple,Mi 11,Mobile Device,10505
1064,Sony,Mi 11,Electronics,62530
1065,Google,Xperia 1 II,Smartphone,180316
1066,Motorola,iPhone 12,Mobile Device,60389
1067,Xiaomi,Xperia 1 II,Electronics,103772
1068,Xiaomi,Moto G Power,Mobile Device,70582
1069,Samsung,Moto G Power,Smartphone,41574
1070,Samsung,iPhone 12,Smartphone,122429
1071,OnePlus,Xperia 1 II,Smartphone,74017
1072,Nokia,LG V60 ThinQ,Electronics,149048
1073,Xiaomi,ZenFone 8,Mobile Device,138690
1074,Sony,Moto G Power,Mobile Device,128186
1075,Sony,OnePlus 9,Smartphone,99961
1076,Huawei,Moto G Power,Smartphone,69576
1077,Sony,Xperia 1 II,Smartphone,87243
1078,Nokia,Mi 11,Smartphone,103475
1079,Sony,Xperia 1 II,Electronics,85143
1080,Xiaomi,Pixel 5,Electronics,179443
1081,LG,ZenFone 8,Electronics,75191
1082,Xiaomi,Moto G Power,Mobile Device,138212
1083,Xiaomi,ZenFone 8,Mobile Device,189301
1084,Google,iPhone 12,Smartphone,112864
1085,Google,iPhone 12,Smartphone,146106
1086,Xiaomi,Pixel 5,Smartphone,9936
1087,Sony,LG V60 ThinQ,Smartphone,35361
1088,OnePlus,iPhone 12,Electronics,151767
1089,Huawei,LG V60 ThinQ,Mobile Device,37067
1090,Motorola,OnePlus 9,Smartphone,38300
1091,OnePlus,ZenFone 8,Mobile Device,166716
1092,Nokia,OnePlus 9,Electronics,47175
1093,Xiaomi,Mi 11,Mobile Device,173982
1094,Sony,Moto G Power,Electronics,66361
1095,Apple,Moto G Power,Smartphone,132071
1096,Sony,Pixel 5,Smartphone,146121
1097,Apple,Moto G Power,Mobile Device,134153
1098,Sony,Pixel 5,Smartphone,49622
1099,Xiaomi,Pixel 5,Smartphone,157204
1100,Nokia,Mi 11,Electronics,47788
1101,Xiaomi,OnePlus 9,Mobile Device,102098
1102,Motorola,ZenFone 8,Smartphone,146136
1103,OnePlus,Mi 11,Mobile Device,58268
1104,LG,Mi 11,Mobile Device,87880
1105,Motorola,LG V60 ThinQ,Electronics,89876
1106,Samsung,Xperia 1 II,Mobile Device,171264
1107,Nokia,LG V60 ThinQ,Smartphone,193538
1108,OnePlus,Pixel 5,Electronics,27525
1109,Huawei,ZenFone 8,Electronics,155191
1110,Apple,iPhone 12,Electronics,151432
1111,Motorola,iPhone 12,Electronics,113987
1112,LG,Galaxy S21,Electronics,110255
1113,Apple,LG V60 ThinQ,Mobile Device,176625
1114,Xiaomi,Pixel 5,Electronics,160193
1115,Xiaomi,Mi 11,Mobile Device,159338
1116,OnePlus,LG V60 ThinQ,Electronics,118873
1117,LG,Pixel 5,Mobile Device,172949
1118,LG,Mi 11,Electronics,22691
1119,Motorola,LG V60 ThinQ,Smartphone,194118
1120,Nokia,Moto G Power,Electronics,187387
1121,OnePlus,ZenFone 8,Mobile Device,115637
1122,Motorola,iPhone 12,Smartphone,20560
1123,Huawei,Pixel 5,Smartphone,178724
1124,Xiaomi,iPhone 12,Electronics,68643
1125,Samsung,Pixel 5,Electronics,179663
1126,Apple,Pixel 5,Electronics,130969
1127,LG,LG V60 ThinQ,Mobile Device,181539
1128,Google,Nokia 8.3,Mobile Device,183194
1129,Nokia,Pixel 5,Electronics,105508
1130,LG,Pixel 5,Mobile Device,195026
1131,OnePlus,iPhone 12,Mobile Device,27206
